title,haiku,path
Civil Engineer,"Assign and review
the amendment of the work
of subordinates.","['Assign', 'and', 'review', 'i++', 'of', 'other', 'engineering', 'i++', 'discipline', '-', 'disciplines', '-', 'i--', '-', '-', '-', 'the', 'amendment', 'of', 'the', 'work', 'i++', 'of', 'subordinates.', 'i++']"
Civil Engineer,"Candidates must be
a design lead will help to
develop staff skills.","['Candidates', 'who', 'are', 'i++', 'permanent', 'in', 'the', 'design', 'i++', 'of', 'site', 'plans', '-', 'civil', '-', '-', 'the', 'section', '-', '-', 'retaining', '-', '-', 'i--', '-', 'country', 'i++', 'with', 'nearly', '-', '-', 'i--', '-', 'title', 'i++', 'of', 'civil', '-', '-', 'i--', '-', '-', '-', '-', 'i--', '-', '-', 'must', 'be', 'i++', 'a', 'design', 'lead', 'will', 'be', 'asked', 'i++', 'to', 'work', '-', '-', 'i--', '-', '-', 'help', 'to', 'i++', 'develop', 'staff', 'skills.', 'i++']"
Civil Engineer,"The operation
and maintenance of public
works, plants or structures.","['The', 'operation', 'i++', 'and', 'maintenance', 'of', 'public', 'i++', 'works,', 'structures', 'and', '-', 'or', '-', '-', 'plants', 'or', 'structures.', 'i++']"
Civil Engineer,"Coordinating
technical review of plans
reports and surveys.","['Coordinating', 'i++', 'and', 'overseeing', 'the', '-', '-', '-', 'technical', 'review', 'of', 'plans', 'i++', 'and', 'oversee', '-', '-', 'reports', 'and', 'surveys.', 'i++']"
City Research Scientist,"Engage with the New
York City Department Of
Health Inequities.","['Engage', 'with', 'the', 'New', 'i++', 'York', 'City', 'Department', 'Of', 'i++', 'finance', '-', 'correction', 'seeks', '-', '-', 'Health', 'data', 'from', '-', '-', 'Inequities.', 'i++']"
City Research Scientist,"Facilitating
and coordinating large
and complex projects.","['Facilitating', 'i++', 'and', 'coordinating', 'large', 'i++', 'and', 'or', 'other', '-', 'social', '-', '-', 'complex', 'projects.', 'i++']"
City Research Scientist,"The office of school
health and mental hygiene is
a must in the jails.","['The', 'office', 'of', 'school', 'i++', 'health', 'and', 'safety', 'net', '-', 'laws', 'and', '-', '-', 'net', '-', '-', 'mental', 'hygiene', 'is', 'i++', 'a', 'brief', 'test', 'may', '-', '-', '-', 'must', 'in', 'the', 'jails.', 'i++']"
City Research Scientist,"Analyze data
to generate reports on
policy issues.","['Analyze', 'data', 'i++', 'of', 'assets', 'within', '-', '-', '-', 'and', 'reports', 'targeting', 'a', 'i++', 'variety', '-', 'i--', '-', '-', '-', '-', 'to', 'generate', 'reports', 'on', 'i++', 'policy', 'issues.', 'i++']"
City Research Scientist,"Strong track record of
technical expertise in
use of matched records.","['Strong', 'track', 'record', 'of', 'i++', 'technical', 'expertise', 'in', 'i++', 'heart', 'disease', 'stroke', '-', '-', '-', 'research', 'methods', '-', '-', 'financial', '-', 'i--', '-', '-', 'assistance', 'and', 'i++', 'provide', 'direct', '-', '-', 'i--', '-', 'as', 'i++', 'required', 'for', '-', '-', 'i--', '-', '-', 'expertise', 'in', 'i++', 'use', 'of', 'matched', 'records.', 'i++']"
City Research Scientist,"The project lead for
the center will focus on
urban health problems.","['The', 'project', 'for', '-', 'lead', 'for', 'i++', 'the', 'center', 'for', 'health', '-', '-', 'will', 'focus', 'on', 'i++', 'increasing', 'the', '-', '-', 'urban', 'health', 'problems.', 'i++']"
City Research Scientist,"Generate and put
in place to support public
health and health care needs.","['Generate', 'data', 'i++', 'i--', '-', 'and', 'put', 'i++', 'in', 'place', 'to', 'support', 'public', 'i++', 'health', 'and', 'health', 'care', 'needs.', 'i++']"
City Research Scientist,"Conduct research with
government and policy
development tasks.","['Conduct', 'technical', 'i++', 'and', 'analytical', 'skills', 'i++', 'and', 'the', 'need', 'for', '-', '-', '-', 'detail', '-', '-', 'with', 'attention', '-', '-', 'i--', '-', '-', '-', 'i--', '-', 'research', 'with', 'i++', 'government', 'and', 'policy', 'i++', 'context', '-', 'i--', '-', '-', '-', 'a', 'team', 'player', 'to', 'work', 'in', 'i++', 'the', 'child', 'welfare', '-', '-', '-', 'i--', '-', 'on', 'i++', 'a', 'regular', '-', '-', 'i--', '-', '-', '-', '-', '-', '-', 'i--', '-', 'and', 'i++', 'will', 'build', 'upon', 'existing', 'i++', 'databases', '-', 'i--', '-', '-', '-', '-', 'collect', 'information', 'from', 'i++', 'project', '-', 'i--', '-', '-', '-', 'i--', '-', 'with', 'i++', 'a', 'team', 'but', 'will', 'also', 'be', 'i++', 'responsible', '-', 'i--', '-', '-', '-', '-', '-', 'focus', 'on', 'urban', 'health', 'i++', 'problems', '-', 'i--', '-', '-', '-', '-', '-', 'government', 'and', 'policy', 'i++', 'development', 'tasks.', 'i++']"
City Research Scientist,"Lake management and
analysis within the
New York City jails.","['Lake', 'management', 'and', 'i++', 'analysis', 'within', 'the', 'i++', 'division', 'and', '-', 'of', '-', '-', 'New', 'York', 'City', 'jails.', 'i++']"
City Research Scientist,"Develop, review
and assess outcomes of the
communications.","['Develop,', 'review', 'i++', 'and', 'assess', 'outcomes', 'of', 'the', 'i++', 'communications.', 'i++']"
City Research Scientist,"Complete other tasks
based on findings for public
dissemination.","['Complete', 'other', 'tasks', 'i++', 'based', 'assigned', 'and', 'other', 'ms', 'i++', 'office', 'suite', '-', 'software', '-', '-', 'i--', '-', '-', '-', '-', '-', 'based', 'on', 'findings', 'for', 'public', 'i++', 'dissemination.', 'i++']"
City Research Scientist,"Oversee outreach
and communication with
steering committee.","['Oversee', 'the', '-', 'outreach', 'i++', 'and', 'the', 'condom', 'contracts', '-', '-', 'environment', 'by', 'i++', 'supplying', 'clean', '-', '-', 'i--', '-', '-', '-', 'communication', 'skills', 'i++', 'both', 'orally', '-', '-', 'i--', '-', 'with', 'i++', 'steering', 'committee.', 'i++']"
City Research Scientist,"The office prefers
candidates with a diverse
staff of scientists.","['The', 'agency', 'in', 'i++', 'being', '-', 'i--', '-', '-', 'analysis', 'i++', 'to', 'management', 'and', 'other', 'i++', 'senior', 'staff', 'to', '-', '-', '-', 'i--', '-', '-', '-', '-', 'i--', '-', 'office', 'of', 'the', 'i++', 'urban', 'ecosystem', '-', '-', 'i--', '-', '-', 'prefers', 'i++', 'candidates', 'with', 'a', 'diverse', 'i++', 'staff', 'of', 'scientists.', 'i++']"
City Research Scientist,"This initiative
aims to strengthen the health of
New York City jails.","['This', 'initiative', 'i++', 'aims', 'to', 'strengthen', 'and', '-', 'the', 'health', 'of', 'i++', 'New', 'York', 'state', 'the', '-', '-', 'City', 'jails.', 'i++']"
Probation Officer,"Understanding and
experience working with
high risk young people.","['Understanding', 'and', 'i++', 'experience', 'working', 'with', 'i++', 'high', 'risk', 'young', 'people.', 'i++']"
Administrative City Planner,"The development
and implementation of
specific programs.","['The', 'development', 'i++', 'of', 'contaminated', '-', 'street', 'improvement', 'projects', 'i++', 'within', 'the', '-', '-', 'and', 'progressive', '-', '-', 'within', 'the', '-', '-', 'i--', '-', '-', '-', '-', 'and', 'implementation', 'of', 'i++', 'specific', 'programs.', 'i++']"
Administrative City Planner,"The candidate will
be a critical part of
the green building laws.","['The', 'candidate', 'must', 'i++', 'demonstrate', 'prior', 'project', 'i++', 'management', 'and', '-', 'work', '-', '-', 'i--', '-', '-', 'a', 'willingness', 'i++', 'and', 'readiness', '-', '-', 'i--', '-', '-', '-', 'i--', '-', 'will', 'i++', 'work', 'closely', 'with', 'the', 'goal', 'of', 'i++', 'enhancing', '-', 'i--', '-', '-', '-', 'our', '-', '-', '-', '-', 'be', 'a', 'critical', 'part', 'of', 'i++', 'a', 'road', 'map', 'for', '-', '-', '-', '-', 'the', 'green', 'building', 'laws.', 'i++']"
Administrative City Planner,"The development
and implementation of
the green building laws.","['The', 'development', 'i++', 'and', 'implementation', 'of', 'i++', 'innovative', '-', 'the', 'green', 'building', 'laws.', 'i++']"
Administrative City Planner,"Working and doing
business in New York City
is recommended.","['Working', 'with', '-', 'and', 'doing', 'i++', 'business', 'in', 'New', 'York', 'City', 'i++', 'agencies', 'and', '-', '-', 'is', 'recommended.', 'i++']"
Administrative City Planner,"Working closely with
other research projects of
the green building laws.","['Working', 'closely', 'with', 'i++', 'our', 'project', 'partners', 'at', 'i++', 'the', 'new', 'york', 'state', '-', '-', '-', '-', 'i--', '-', '-', '-', '-', 'other', 'research', 'projects', 'of', 'i++', 'the', 'green', 'building', 'laws.', 'i++']"
Administrative City Planner,"Reporting to the
city the development
of future programs.","['Reporting', 'tool', '-', 'to', 'the', 'i++', 'city', 'the', 'development', 'i++', 'of', 'future', 'programs.', 'i++']"
Administrative City Planner,"The development
and implementation of
the green buildings laws.","['The', 'development', 'i++', 'of', 'project', 'scopes', 'and', '-', 'the', 'borough', 'i++', 'planners', 'will', 'be', '-', '-', 'to', 'serve', '-', '-', 'will', 'be', '-', '-', '-', 'i--', '-', '-', '-', 'needs', 'the', '-', '-', '-', '-', 'and', 'implementation', 'of', 'i++', 'the', 'green', 'buildings', 'laws.', 'i++']"
Administrative City Planner,"Extensive knowledge
of the green building and land
use regulations.","['Extensive', 'knowledge', 'i++', 'of', 'the', 'green', 'buildings', 'subject', 'i++', 'matters', 'that', '-', 'and', '-', '-', 'i--', '-', '-', 'building', 'and', 'land', 'i++', 'use', 'regulations.', 'i++']"
Sewage Treatment Worker,"Operate, maintain
and repair machinery,
equipment and grounds.","['Operate,', 'maintain', 'i++', 'and', 'repair', 'machinery,', 'i++', 'equipment', 'and', 'grounds.', 'i++']"
Sewage Treatment Worker,"Use power and hand
tools; repair and maintenance
of plant equipment.","['Use', 'power', 'and', 'hand', 'i++', 'tools;', 'repair', 'and', 'maintenance', 'i++', 'of', 'all', '-', 'plant', 'equipment.', 'i++']"
City Custodial Assistant,"Wash walls by hand with
a brush or by using an
electric machine.","['Wash', 'walls', 'by', 'hand', 'with', 'i++', 'a', 'brush', 'or', 'by', 'using', 'an', 'i++', 'electric', 'machine.', 'i++']"
City Custodial Assistant,"Custodial and
maintenance of the bureau
of operations.","['Custodial', 'and', 'i++', 'maintenance', 'of', 'the', 'bureau', 'i++', 'of', 'operations.', 'i++']"
Administrative Horticulturist,"Valid New York State
driver license valid in
the state of New York.","['Valid', 'New', 'York', 'State', 'i++', 'pesticide', 'applicator', 'i++', 'license', '-', 'i--', '-', '-', 'driver', 'license', 'valid', 'in', 'i++', 'the', 'state', 'of', 'New', 'York.', 'i++']"
Civil Engineering Intern,"Candidates will be
expected to conduct site
visits as needed.","['Candidates', 'with', '-', 'will', 'be', 'i++', 'expected', 'to', 'conduct', 'site', 'i++', 'visits', 'as', 'needed.', 'i++']"
Civil Engineering Intern,"Working within the
bureau of engineering
drawings and records.","['Working', 'within', 'the', 'i++', 'planning', 'development', 'to', 'i++', 'include', 'data', '-', '-', 'i--', '-', '-', '-', 'west', 'of', 'hudson', 'life', 'cycle', 'i++', 'management', '-', 'i--', '-', '-', '-', '-', '-', 'bureau', 'of', 'engineering', 'i++', 'drawings', 'and', 'records.', 'i++']"
Civil Engineering Intern,"Field inspections and
document construction of
green roofs required.","['Field', 'inspections', 'and', 'i++', 'document', 'construction', 'of', 'i++', 'green', 'roofs', 'required.', 'i++']"
Civil Engineering Intern,"Assisting in the
review of engineering
drawings for projects.","['Assisting', 'in', 'the', 'i++', 'review', 'and', 'examine', '-', 'comment', 'of', '-', '-', 'approval', 'drawings', 'i++', 'accordance', 'with', '-', '-', 'i--', '-', '-', '-', 'of', 'engineering', 'i++', 'drawings', 'for', 'projects.', 'i++']"
Civil Engineering Intern,"Assisting in the
state of New York is preferred
but not required.","['Assisting', 'in', 'the', 'i++', 'development', 'of', 'a', '-', '-', '-', 'state', 'of', 'New', 'York', 'city', 'has', 'i++', 'i--', '-', '-', 'is', 'preferred', 'i++', 'but', 'not', 'required.', 'i++']"
Civil Engineering Intern,"Tasks related to
green infrastructure such as
green roofs required.","['Tasks', 'include', '-', 'will', 'include', 'but', 'i++', 'are', 'not', 'limited', 'to', '-', '-', '-', '-', 'i--', '-', '-', '-', 'related', 'to', 'i++', 'green', 'infrastructure', 'projects', 'i++', 'in', 'se', 'queens', '-', '-', '-', 'as', 'part', 'roofs', 'the', '-', '-', '-', '-', 'in', 'order', 'to', '-', '-', '-', 'i--', '-', 'and', 'plan', 'i++', 'review', 'drainage', '-', '-', 'i--', '-', '-', 'such', 'as', 'i++', 'green', 'roofs', 'required.', 'i++']"
Civil Engineering Intern,"Tasks related to
design and construction of
green roofs required.","['Tasks', 'related', 'to', 'i++', 'design', 'and', 'complexity', 'i++', 'i--', '-', 'construction', 'is', 'i++', 'required', 'for', '-', '-', 'i--', '-', '-', 'preparation', 'i++', 'of', 'technical', '-', '-', 'i--', '-', 'construction', 'of', 'i++', 'green', 'roofs', 'required.', 'i++']"
Civil Engineering Intern,"Knowledge of sewer
design and construction of
green roofs required.","['Knowledge', 'of', 'basic', 'i++', 'i--', '-', 'sewer', 'i++', 'design', 'and', 'construction', 'of', 'i++', 'green', 'roofs', 'required.', 'i++']"
Civil Engineering Intern,"Technical writing
and communication skills
and leadership skills.","['Technical', 'writing', 'i++', 'and', 'communication', 'skills', 'i++', 'and', 'proficient', '-', 'leadership', 'skills.', 'i++']"
Civil Engineering Intern,"Join our team and
be part of the public in
courteous manner.","['Join', 'our', 'team', 'and', 'i++', 'be', 'part', 'of', 'the', 'public', 'and', 'i++', 'private', 'green', '-', '-', 'i--', '-', 'in', 'i++', 'courteous', 'manner.', 'i++']"
Investigator,"The candidate must
be able to work any
assigned shift or day.","['The', 'unit', '-', 'safety', 'and', '-', '-', 'candidate', 'must', 'i++', 'be', 'prepared', 'to', 'produce', 'all', 'i++', 'required', '-', 'i--', '-', '-', '-', '-', 'able', 'to', 'work', 'any', 'i++', 'assigned', 'shift', 'or', 'day.', 'i++']"
Investigator,"Must be able to
work independently and
as part of a team.","['Must', 'be', 'able', 'to', 'i++', 'work', 'independently', 'and', 'i++', 'as', 'part', 'of', 'a', 'team.', 'i++']"
Investigator,"The candidate will
also assist in the child
care operations.","['The', 'candidate', 'will', 'i++', 'also', 'assist', 'in', 'the', 'child', 'i++', 'care', 'operations.', 'i++']"
Environmental Engineering Intern,"Assisting with site
inspections of catch basin
cleaning contractors.","['Assisting', 'with', 'site', 'i++', 'inspections', 'of', 'catch', 'basin', 'i++', 'inspection', '-', 'cleaning', 'contractors.', 'i++']"
Environmental Engineering Intern,"The inspections of
catch basins in various
weather conditions.","['The', 'division', 'of', 'i++', 'operations', '-', 'i--', '-', '-', 'inspections', 'of', 'i++', 'catch', 'basins', 'and', 'monitor', 'i++', 'weather', 'work', 'progress', '-', '-', '-', 'i--', '-', '-', 'in', 'various', 'i++', 'weather', 'conditions.', 'i++']"
Environmental Engineering Intern,"The creation of
catch basins in various
weather conditions.","['The', 'creation', 'of', 'i++', 'catch', 'basins', 'data', '-', 'inspection', '-', '-', 'basins', 'and', 'monitor', 'i++', 'weather', 'work', 'progress', '-', '-', '-', 'i--', '-', '-', 'in', 'various', 'i++', 'weather', 'conditions.', 'i++']"
Public Records Aide,"The packaging of
bid packages into the
requisite volumes.","['The', 'selected', '-', 'packaging', 'of', 'i++', 'bid', 'packages', 'into', 'acco', 'i++', 'i--', '-', '-', 'into', 'the', 'i++', 'requisite', 'volumes.', 'i++']"
Supervisor Of Mechanics,"Fleet maintenance and
repair of a large fleet of
motor vehicles.","['Fleet', 'maintenance', 'and', 'i++', 'repair', 'of', 'a', 'large', 'fleet', 'of', 'i++', 'motor', 'vehicles.', 'i++']"
College Aide,"Basic database
knowledge to assist on the
communications.","['Basic', 'level', '-', 'database', 'i++', 'knowledge', 'to', 'assist', 'on', 'the', 'i++', 'survey', 'scanning', '-', '-', 'communications.', 'i++']"
College Aide,"The development
and roll out of the Bureau
of Child Care programs.","['The', 'development', 'i++', 'of', 'an', 'outreach', 'strategy', 'i++', 'for', '-', 'i--', '-', '-', 'emergency', 'your', 'i++', 'position', 'may', '-', '-', 'i--', '-', '-', '-', 'a', 'person', 'familiar', 'i++', 'with', 'paper', 'forms', '-', '-', '-', 'i--', '-', '-', '-', '-', 'and', 'roll', 'out', 'of', 'the', 'Bureau', 'i++', 'of', 'Child', 'Care', 'programs.', 'i++']"
College Aide,"Finance is seeking
a dynamic intern to
function as a team.","['Finance', 'is', 'seeking', 'i++', 'a', 'dynamic', 'intern', 'to', 'i++', 'function', 'as', 'a', 'team.', 'i++']"
College Aide,"The supervision
of the daily payments and
commodity codes.","['The', 'supervision', 'i++', 'of', 'the', 'daily', 'transfer', 'of', 'i++', 'balances', '-', 'i--', '-', '-', 'payments', 'and', 'i++', 'daily', 'transfers', '-', '-', 'commodity', 'codes.', 'i++']"
College Aide,"Make sure that data
quality questions are sent
to the database.","['Make', 'sure', 'that', 'data', 'i++', 'quality', 'questions', 'are', 'sent', 'i++', 'to', 'the', 'database.', 'i++']"
College Aide,"Possess excellent
organizational and
time management skills.","['Possess', 'excellent', 'i++', 'organizational', 'and', 'i++', 'verbal', '-', 'time', 'and', 'engage', '-', '-', 'management', 'skills.', 'i++']"
College Aide,"Creates signage in
compliance with local small
business services.","['Creates', 'signage', 'in', 'i++', 'compliance', 'with', 'local', 'law', 'i++', 'i--', '-', 'small', 'i++', 'business', 'services.', 'i++']"
College Aide,"The candidate will
work with the recording of
the World Trade Center.","['The', 'surveys', 'for', '-', 'basic', 'i++', 'word', 'processing', 'knowledge', 'and', 'i++', 'experience', '-', 'i--', '-', '-', '-', '-', 'i--', '-', '-', 'health', 'of', 'all', 'new', 'i++', 'yorkers', 'to', 'create', 'a', '-', '-', '-', 'with', 'spinal', 'cord', '-', '-', '-', '-', 'i--', '-', '-', '-', '-', 'candidate', 'will', 'i++', 'work', 'with', 'the', 'recording', 'of', 'i++', 'the', 'World', 'Trade', 'Center.', 'i++']"
College Aide,"File the completed
paper surveys returned to
the public health field.","['File', 'the', 'completed', 'i++', 'paper', 'surveys', 'returned', 'to', 'i++', 'the', 'public', 'and', '-', 'health', 'field.', 'i++']"
College Aide,"The college aide will
build Alfred: a document
retention system.","['The', 'selected', '-', 'program', 'is', '-', '-', 'college', 'aide', 'will', 'i++', 'freshman', 'sophomore', 'the', 'world', 'trade', 'i++', 'center', 'health', '-', '-', 'i--', '-', '-', '-', 'early', '-', '-', '-', 'junior', 'senior', 'the', 'bureau', 'i++', 'of', 'finance', 'has', '-', '-', '-', 'i--', '-', '-', '-', '-', 'i--', '-', 'will', 'i++', 'support', 'various', 'office', 'i++', 'projects', '-', 'i--', '-', '-', '-', 'build', 'Alfred:', 'a', 'document', 'i++', 'retention', 'system.', 'i++']"
College Aide,"Duties as assigned
by the city of New York
workplace policies.","['Duties', 'as', 'assigned', 'i++', 'by', 'the', 'city', 'of', 'New', 'York', 'i++', 'workplace', 'policies.', 'i++']"
Administrative Labor Relations,"Developing and
executing strategies
and initiatives.","['Developing', 'and', 'i++', 'executing', 'strategies', 'i++', 'and', 'initiatives.', 'i++']"
Administrative Labor Relations,"Proficiency in
human resources projects
and initiatives.","['Proficiency', 'in', 'i++', 'human', 'resources', 'projects', 'i++', 'and', 'initiatives.', 'i++']"
Administrative Labor Relations,"Leading, driving and
executing strategies
and initiatives.","['Leading,', 'the', '-', 'driving', 'and', 'i++', 'executing', 'strategies', 'i++', 'and', 'initiatives.', 'i++']"
Supervisor II Social Work,"The management and
oversight of the New York
City residents.","['The', 'new', 'york', 'city', 'i++', 'department', 'of', 'health', 'and', '-', '-', '-', '-', 'i--', '-', 'state', '-', '-', '-', 'management', 'and', 'i++', 'oversight', 'of', 'the', 'New', 'York', 'i++', 'City', 'residents.', 'i++']"
Supervisor II Social Work,"The intersection
of individuals with
mental health programs.","['The', 'intersection', 'i++', 'of', 'individuals', 'with', 'i++', 'behavioral', '-', 'mental', 'health', 'programs.', 'i++']"
Supervisor II Social Work,"Reporting to the
New York City residents
with mental health needs.","['Reporting', 'to', 'the', 'i++', 'New', 'York', 'City', 'residents', 'i++', 'with', 'mental', 'health', 'needs.', 'i++']"
Agency Attorney,"Against prejudice,
intolerance, bigotry,
discrimination.","['Against', 'prejudice,', 'i++', 'intolerance,', 'bigotry,', 'i++', 'discrimination.', 'i++']"
Agency Attorney,"Performs all duties
as needed to advance the
mission of the board.","['Performs', 'all', 'duties', 'i++', 'as', 'needed', 'to', 'advance', 'the', 'i++', 'mission', 'and', '-', 'of', 'the', 'board.', 'i++']"
Agency Attorney,"Reviewing pleadings
and affidavits prepared
by agency needs.","['Reviewing', 'pleadings', 'i++', 'and', 'affidavits', 'of', '-', 'prepared', 'i++', 'by', 'agency', 'needs.', 'i++']"
Agency Attorney,"Strong relationships
with stakeholders in the New
York City office.","['Strong', 'legal', '-', 'relationships', 'i++', 'with', 'stakeholders', 'in', 'the', 'close', 'i++', 'to', 'home', 'matters', '-', '-', '-', 'i--', '-', 'New', 'i++', 'York', 'and', 'has', 'a', '-', '-', '-', 'City', 'office.', 'i++']"
Agency Attorney,"Liaison with the
New York State courts and at bar
associations.","['Liaison', 'with', 'the', 'i++', 'New', 'York', 'city', 'family', 'i++', 'courts', '-', 'i--', '-', '-', 'State', 'courts', 'and', 'at', 'bar', 'i++', 'associations.', 'i++']"
Agency Attorney,"Strong computer skills
in Microsoft Access and
Excel are preferred.","['Strong', 'legal', '-', 'computer', 'skills', 'i++', 'in', 'Microsoft', 'word', 'and', '-', '-', 'Access', 'and', 'i++', 'Excel', 'are', 'preferred.', 'i++']"
Agency Attorney,"Excellent writing
skills and knowledge of legal
issues in a team.","['Excellent', 'verbal', 'i++', 'and', 'written', '-', '-', 'i--', '-', 'writing', 'i++', 'skills', 'and', 'knowledge', 'of', 'legal', 'i++', 'affairs', 'under', '-', '-', 'issues', 'in', 'a', 'team.', 'i++']"
Agency Attorney,"Monitor proposed
pension legislation at
the New York State courts.","['Monitor', 'proposed', 'i++', 'pension', 'legislation', 'at', 'i++', 'the', 'New', 'York', 'State', 'courts.', 'i++']"
Agency Attorney,"The unit seeks an
experienced attorney
to serve in a staff.","['The', 'unit', 'seeks', 'an', 'i++', 'experienced', 'attorney', 'i++', 'to', 'serve', 'as', 'the', '-', 'an', '-', '-', 'in', 'a', 'staff.', 'i++']"
Agency Attorney,"Updating senior
staff to assess risk levels
of the position.","['Updating', 'senior', 'i++', 'staff', 'of', 'important', 'and', '-', '-', '-', 'to', 'ensure', 'the', '-', '-', 'organize', 'and', '-', '-', '-', 'of', 'the', 'highest', '-', '-', '-', 'to', 'assess', 'risk', 'levels', 'i++', 'of', 'the', 'position.', 'i++']"
Agency Attorney,"Experience and
knowledge of legal matters
affecting the fund.","['Experience', 'and', 'i++', 'knowledge', 'of', 'guidelines', '-', 'legal', 'affairs', 'i++', 'under', 'the', '-', '-', 'which', 'currently', '-', '-', 'the', 'collections', '-', '-', 'i--', '-', 'matters', 'i++', 'affecting', 'the', 'fund.', 'i++']"
