title,haiku,path
CIVIL ENGINEER,"Assign and review
the amendment of the work
of subordinates","['assign', 'and', 'review', 'i++', 'of', 'other', 'engineering', 'i++', 'discipline', '-discipline', 'disciplines', '-disciplines', 'i--', '-engineering', '-other', '-of', 'the', 'amendment', 'of', 'the', 'work', 'i++', 'of', 'subordinates', 'i++']"
CIVIL ENGINEER,"Candidates must be
a design lead will help to
develop staff skills","['candidates', 'who', 'are', 'i++', 'permanent', 'in', 'the', 'design', 'i++', 'of', 'site', 'plans', '-plans', 'civil', '-civil', '-site', 'the', 'section', '-section', '-the', 'retaining', '-retaining', '-of', 'i--', '-design', 'country', 'i++', 'with', 'nearly', '-nearly', '-with', 'i--', '-country', 'title', 'i++', 'of', 'civil', '-civil', '-of', 'i--', '-title', '-the', '-in', '-permanent', 'i--', '-are', '-who', 'must', 'be', 'i++', 'a', 'design', 'lead', 'will', 'be', 'asked', 'i++', 'to', 'work', '-work', '-to', 'i--', '-asked', '-be', 'help', 'to', 'i++', 'develop', 'staff', 'skills', 'i++']"
CIVIL ENGINEER,"The operation
and maintenance of public
works plants or structures","['the', 'operation', 'i++', 'and', 'maintenance', 'of', 'public', 'i++', 'works', 'structures', 'and', '-and', 'or', '-or', '-structures', 'plants', 'or', 'structures', 'i++']"
CIVIL ENGINEER,"Coordinating
technical review of plans
reports and surveys","['coordinating', 'i++', 'and', 'overseeing', 'the', '-the', '-overseeing', '-and', 'technical', 'review', 'of', 'plans', 'i++', 'and', 'oversee', '-oversee', '-and', 'reports', 'and', 'surveys', 'i++']"
CITY RESEARCH SCIENTIST,"Strong track record of
technical expertise in
use of matched records","['strong', 'track', 'record', 'of', 'i++', 'technical', 'expertise', 'in', 'i++', 'heart', 'disease', 'stroke', '-stroke', '-disease', '-heart', 'research', 'methods', '-methods', '-research', 'financial', '-financial', 'i--', '-in', '-expertise', 'assistance', 'and', 'i++', 'provide', 'direct', '-direct', '-provide', 'i--', '-and', 'as', 'i++', 'required', 'for', '-for', '-required', 'i--', '-as', '-assistance', 'expertise', 'in', 'i++', 'use', 'of', 'matched', 'records', 'i++']"
CITY RESEARCH SCIENTIST,"The project lead for
the center will focus on
urban health problems","['the', 'project', 'for', '-for', 'lead', 'for', 'i++', 'the', 'center', 'for', 'health', '-health', '-for', 'will', 'focus', 'on', 'i++', 'increasing', 'the', '-the', '-increasing', 'urban', 'health', 'problems', 'i++']"
CITY RESEARCH SCIENTIST,"The systems and tools
quality assurance of
other analysts","['the', 'systems', 'and', 'tools', 'i++', 'quality', 'assurance', 'and', 'i++', 'quality', 'through', '-through', '-quality', 'i--', '-and', 'of', 'i++', 'other', 'analysts', 'i++']"
CITY RESEARCH SCIENTIST,"Generate and put
in place to support public
health and health care needs","['generate', 'data', 'i++', 'i--', '-data', 'and', 'put', 'i++', 'in', 'place', 'to', 'support', 'public', 'i++', 'health', 'and', 'health', 'care', 'needs', 'i++']"
CITY RESEARCH SCIENTIST,"The field services
program populations and
other requested","['the', 'field', 'services', 'i++', 'program', 'populations', 'and', 'i++', 'other', 'duties', '-duties', 'requested', 'i++']"
CITY RESEARCH SCIENTIST,"Prepare reports and
manuscripts for submission
to the following","['prepare', 'reports', 'and', 'i++', 'manuscripts', 'for', 'submission', 'i++', 'to', 'the', 'training', '-training', 'new', 'york', '-york', '-new', 'following', 'i++']"
CITY RESEARCH SCIENTIST,"Ti tableau comfort
with public health research and
quantitative skills","['ti', 'microsoft', '-microsoft', 'tableau', 'comfort', 'i++', 'with', 'public', 'health', 'research', 'and', 'i++', 'quantitative', 'skills', 'i++']"
CITY RESEARCH SCIENTIST,"Conduct research with
government and policy
development tasks","['conduct', 'technical', 'i++', 'and', 'analytical', 'skills', 'i++', 'and', 'the', 'need', 'for', '-for', '-need', '-the', 'detail', '-detail', '-and', 'with', 'attention', '-attention', '-with', 'i--', '-skills', '-analytical', '-and', 'i--', '-technical', 'research', 'with', 'i++', 'government', 'and', 'policy', 'i++', 'context', '-context', 'i--', '-policy', '-and', '-government', 'a', 'team', 'player', 'to', 'work', 'in', 'i++', 'the', 'child', 'welfare', '-welfare', '-child', '-the', 'i--', '-in', 'on', 'i++', 'a', 'regular', '-regular', '-a', 'i--', '-on', '-work', '-to', '-player', '-team', '-a', 'i--', '-with', 'and', 'i++', 'will', 'build', 'upon', 'existing', 'i++', 'databases', '-databases', 'i--', '-existing', '-upon', '-build', '-will', 'collect', 'information', 'from', 'i++', 'project', '-project', 'i--', '-from', '-information', '-collect', 'i--', '-and', 'with', 'i++', 'a', 'team', 'but', 'will', 'also', 'be', 'i++', 'responsible', '-responsible', 'i--', '-be', '-also', '-will', '-but', '-team', 'focus', 'on', 'urban', 'health', 'i++', 'problems', '-problems', 'i--', '-health', '-urban', '-on', '-focus', '-a', 'government', 'and', 'policy', 'i++', 'development', 'tasks', 'i++']"
CITY RESEARCH SCIENTIST,"Lake management and
analysis within the
new york city jails","['lake', 'management', 'and', 'i++', 'analysis', 'within', 'the', 'i++', 'division', 'and', '-and', 'of', '-of', '-division', 'new', 'york', 'city', 'jails', 'i++']"
CITY RESEARCH SCIENTIST,"Mos coordinates
with all other city state
and local partners","['mos', 'coordinates', 'i++', 'with', 'all', 'other', 'city', 'and', 'i++', 'governmental', '-governmental', 'includes', 'the', '-the', '-includes', 'to', 'supplement', '-supplement', '-to', 'ensure', 'that', 'the', '-the', '-that', '-ensure', 'includes', 'the', '-the', '-includes', 'i--', '-and', 'state', 'i++', 'and', 'local', 'partners', 'i++']"
CITY RESEARCH SCIENTIST,"Develop review
and assess outcomes of the
communications","['develop', 'review', 'i++', 'and', 'assess', 'outcomes', 'of', 'the', 'i++', 'communications', 'i++']"
CITY RESEARCH SCIENTIST,"Complete other tasks
based on findings for public
dissemination","['complete', 'other', 'tasks', 'i++', 'as', 'assigned', 'and', 'other', 'ms', 'i++', 'office', 'suite', '-suite', 'software', '-software', '-office', 'i--', '-ms', '-other', '-and', '-assigned', '-as', 'based', 'on', 'findings', 'for', 'public', 'i++', 'dissemination', 'i++']"
CITY RESEARCH SCIENTIST,"Oversee manage
and work with agencies to
ensure all projects","['oversee', 'manage', 'i++', 'and', 'work', 'with', 'agencies', 'to', 'i++', 'ensure', 'data', '-data', 'all', 'projects', 'i++']"
CITY RESEARCH SCIENTIST,"Design of other
sources to provide guidance
on projects and tasks","['design', 'of', 'other', 'i++', 'analysts', 'can', 'use', 'to', '-to', 'the', '-the', '-use', '-can', '-analysts', 'sources', 'to', 'provide', 'guidance', 'i++', 'on', 'projects', 'and', 'tasks', 'i++']"
CITY RESEARCH SCIENTIST,"Oversee outreach
and communication with
steering committee","['oversee', 'the', '-the', 'outreach', 'i++', 'and', 'the', 'condom', 'contracts', '-contracts', '-condom', 'environment', 'by', 'i++', 'supplying', 'clean', '-clean', '-supplying', 'i--', '-by', '-environment', '-the', 'communication', 'skills', 'i++', 'both', 'orally', '-orally', '-both', 'i--', '-skills', 'with', 'i++', 'steering', 'committee', 'i++']"
CITY RESEARCH SCIENTIST,"Key special projects
group and working with data
modeling techniques","['key', 'special', 'projects', 'i++', 'group', 'and', 'working', 'with', 'large', '-large', 'data', 'i++', 'processing', 'to', '-to', '-processing', 'quality', 'by', '-by', '-quality', 'analysis', '-analysis', 'i--', '-data', '-with', 'families', 'i++', 'by', 'providing', '-providing', '-by', 'i--', '-families', 'with', 'data', 'i++', 'modeling', 'techniques', 'i++']"
CITY RESEARCH SCIENTIST,"Evaluate and
monitor the following
computer software","['evaluate', 'and', 'i++', 'monitor', 'the', 'following', 'i++', 'computer', 'software', 'i++']"
CITY RESEARCH SCIENTIST,"The office prefers
candidates with a diverse
staff of scientists","['the', 'agency', 'in', 'i++', 'being', '-being', 'i--', '-in', '-agency', 'analysis', 'i++', 'to', 'management', 'and', 'other', 'i++', 'senior', 'staff', 'to', '-to', '-staff', '-senior', 'i--', '-other', '-and', '-management', '-to', 'i--', '-analysis', 'office', 'of', 'the', 'i++', 'urban', 'ecosystem', '-ecosystem', '-urban', 'i--', '-the', '-of', 'prefers', 'i++', 'candidates', 'with', 'a', 'diverse', 'i++', 'staff', 'of', 'scientists', 'i++']"
CITY RESEARCH SCIENTIST,"Ensure that data
quality and program gaps
and health promotion","['ensure', 'that', 'data', 'i++', 'quality', 'and', 'program', 'gaps', 'i++', 'and', 'health', 'outcomes', '-outcomes', 'care', 'and', '-and', '-care', 'promotion', 'i++']"
CITY RESEARCH SCIENTIST,"This initiative
aims to strengthen the health of
new york city jails","['this', 'initiative', 'i++', 'aims', 'to', 'strengthen', 'and', '-and', 'the', 'health', 'of', 'i++', 'new', 'york', 'state', 'the', '-the', '-state', 'city', 'jails', 'i++']"
ADMINISTRATIVE HOUSING DEVELOP,"The executive
director will lead a team
of senior project","['the', 'executive', 'i++', 'director', 'of', '-of', 'will', 'lead', 'a', 'team', 'i++', 'of', 'senior', 'project', 'i++']"
PROBATION OFFICER,"Assist the office
of general counsel in
the supervision","['assist', 'the', 'office', 'i++', 'of', 'general', 'counsel', 'in', 'i++', 'the', 'supervision', 'i++']"
PROBATION OFFICER,"Understanding and
experience working with
high risk young people","['understanding', 'and', 'i++', 'experience', 'working', 'with', 'i++', 'high', 'risk', 'young', 'people', 'i++']"
ADM CITY PLANNER (NON MGRL),"Working closely with
other research projects of
the green building laws","['working', 'closely', 'with', 'i++', 'our', 'project', 'partners', 'at', 'i++', 'the', 'new', 'york', 'state', '-state', '-york', '-new', '-the', 'i--', '-at', '-partners', '-project', '-our', 'other', 'research', 'projects', 'of', 'i++', 'the', 'green', 'building', 'laws', 'i++']"
ADM CITY PLANNER (NON MGRL),"Reporting to the
city the development
of future programs","['reporting', 'tool', '-tool', 'to', 'the', 'i++', 'city', 'the', 'development', 'i++', 'of', 'future', 'programs', 'i++']"
ADM CITY PLANNER (NON MGRL),"Strong team and will be
a critical part of the
green building standards","['strong', 'team', 'and', 'to', 'work', 'i++', 'independently', 'and', 'to', 'i++', 'work', 'both', '-both', 'with', 'project', '-project', '-with', 'both', '-both', '-work', 'effectively', '-effectively', 'i--', '-to', '-and', '-independently', 'i--', '-work', '-to', 'will', 'be', 'i++', 'a', 'critical', 'part', 'of', 'the', 'i++', 'green', 'building', 'standards', 'i++']"
ADM CITY PLANNER (NON MGRL),"Dot new york state dot
new york city government
and geography","['dot', 'divisions', '-divisions', 'new', 'york', 'city', 'i++', 'economic', '-economic', 'i--', '-city', 'state', 'dot', 'i++', 'new', 'york', 'city', 'government', 'i++', 'and', 'geography', 'i++']"
ADM CITY PLANNER (NON MGRL),"The development
and implementation of
the green buildings laws","['the', 'development', 'i++', 'of', 'project', 'scopes', 'and', '-and', 'the', 'borough', 'i++', 'planners', 'will', 'be', '-be', '-will', 'to', 'serve', '-serve', '-to', 'will', 'be', '-be', '-will', '-planners', 'i--', '-borough', '-the', '-scopes', 'needs', 'the', '-the', '-needs', '-project', '-of', 'and', 'implementation', 'of', 'i++', 'the', 'green', 'buildings', 'laws', 'i++']"
ADM CITY PLANNER (NON MGRL),"The development
and implementation of
specific programs","['the', 'development', 'i++', 'and', 'implementation', 'of', 'i++', 'innovative', '-innovative', 'the', 'new', 'york', 'state', '-state', '-york', '-new', '-the', 'specific', 'programs', 'i++']"
ADM CITY PLANNER (NON MGRL),"Extensive knowledge
of the green building and land
use regulations","['extensive', 'knowledge', 'i++', 'of', 'the', 'green', 'buildings', 'subject', 'i++', 'matters', 'that', '-that', 'and', '-and', '-matters', 'i--', '-subject', '-buildings', 'building', 'and', 'land', 'i++', 'use', 'regulations', 'i++']"
ADM CITY PLANNER (NON MGRL),"The scope of projects
conflicts and the goals of the
green building standards","['the', 'scope', 'of', 'projects', 'i++', 'conflicts', 'and', 'the', 'goals', 'of', 'the', 'i++', 'green', 'building', 'laws', '-laws', 'standards', 'i++']"
ADM CITY PLANNER (NON MGRL),"The citizens of
new york city government
and geography","['the', 'candidate', 'will', 'i++', 'engage', 'in', 'a', 'timely', '-timely', 'major', '-major', '-a', '-in', '-engage', 'work', 'closely', 'with', 'the', 'pursue', 'i++', 'of', 'funding', '-funding', '-of', 'i--', '-pursue', 'goal', 'of', 'i++', 'enhancing', '-enhancing', 'i--', '-of', '-goal', 'pursue', 'i++', 'of', 'funding', '-funding', '-of', 'i--', '-pursue', '-the', 'our', '-our', '-with', '-closely', '-work', 'be', 'asked', 'to', 'manage', '-manage', '-to', '-asked', '-be', 'assist', 'in', 'resolving', '-resolving', '-in', '-assist', 'i--', '-will', '-candidate', 'citizens', 'of', 'i++', 'new', 'york', 'city', 'government', 'i++', 'and', 'geography', 'i++']"
ADM CITY PLANNER (NON MGRL),"The new york state dot
new york city government
and geography","['the', 'deputy', '-deputy', 'new', 'york', 'state', 'dot', 'i++', 'new', 'york', 'city', 'and', 'is', 'the', 'i++', 'designated', '-designated', 'i--', '-the', '-is', '-and', 'agencies', 'i++', 'determine', 'what', '-what', '-determine', 'i--', '-agencies', 'government', 'i++', 'and', 'geography', 'i++']"
ADM CITY PLANNER (NON MGRL),"Strong understanding
of street improvement projects
and is the process","['strong', 'understanding', 'i++', 'of', 'pedestrian', 'ramps', 'streets', 'i++', 'and', 'sidewalks', '-sidewalks', '-and', 'i--', '-streets', '-ramps', '-pedestrian', 'the', 'environmental', 'i++', 'planning', 'unit', '-unit', '-planning', 'i--', '-environmental', 'green', 'buildings', 'subject', 'i++', 'matters', 'that', '-that', '-matters', 'i--', '-subject', 'laws', 'and', 'i++', 'will', 'provide', '-provide', '-will', 'i--', '-and', '-laws', 'subject', 'i++', 'matters', 'that', '-that', '-matters', 'i--', '-subject', '-buildings', 'building', 'laws', '-laws', '-building', '-green', '-the', 'street', 'improvement', 'projects', 'i++', 'and', 'is', 'the', 'process', 'i++']"
ADM CITY PLANNER (NON MGRL),"The division of
transportation planning and
construction programs","['the', 'division', 'of', 'i++', 'sidewalk', '-sidewalk', 'transportation', 'planning', 'and', 'i++', 'geometric', '-geometric', 'i--', '-and', '-planning', '-transportation', 'building', 'and', 'related', '-related', '-and', '-building', 'transportation', 'planning', 'and', 'i++', 'construction', 'programs', 'i++']"
ADM CITY PLANNER (NON MGRL),"The new york city
department of design and
construction programs","['the', 'new', 'york', 'city', 'i++', 'department', 'of', 'design', 'and', 'i++', 'construction', 'programs', 'i++']"
ADM CITY PLANNER (NON MGRL),"Working and doing
business in new york city
is recommended","['working', 'and', 'doing', 'i++', 'business', 'in', 'new', 'york', 'city', 'i++', 'agencies', 'and', '-and', 'in', '-in', '-agencies', 'is', 'recommended', 'i++']"
ADM CITY PLANNER (NON MGRL),"Knowledge of the job
as it is expected that
the candidate must","['knowledge', 'of', 'the', 'job', 'i++', 'as', 'it', 'is', 'expected', 'that', 'i++', 'the', 'agency', '-agency', 'candidate', 'must', 'i++']"
ADM CITY PLANNER (NON MGRL),"The goals of the new
york city zoning and land
use regulations","['the', 'goals', 'of', 'the', 'new', 'i++', 'york', 'city', 'zoning', 'and', 'land', 'i++', 'use', 'regulations', 'i++']"
ADM CITY PLANNER (NON MGRL),"The process by which
new york city government
and geography","['the', 'overall', '-overall', 'goals', 'of', 'the', 'green', 'i++', 'building', 'subject', 'matters', 'that', 'i++', 'affect', 'the', '-the', '-affect', 'i--', '-that', '-matters', '-subject', '-building', 'i--', '-green', 'new', 'i++', 'york', 'city', 'is', '-is', '-city', '-york', 'i--', '-new', '-the', '-of', '-goals', 'process', 'by', 'which', 'i++', 'new', 'york', 'city', 'government', 'i++', 'and', 'geography', 'i++']"
SEWAGE TREATMENT WORKER,"Operate maintain
and repair machinery
equipment and grounds","['operate', 'maintain', 'i++', 'and', 'repair', 'equipment', 'such', 'i++', 'as', 'making', '-making', 'entering', '-entering', '-as', 'i--', '-such', '-equipment', 'machinery', 'i++', 'equipment', 'and', 'grounds', 'i++']"
SEWAGE TREATMENT WORKER,"Use power and hand
tools repair and maintenance
of plant equipment","['use', 'power', 'and', 'hand', 'i++', 'tools', 'repair', 'and', 'maintenance', 'i++', 'of', 'all', '-all', 'plant', 'equipment', 'i++']"
CITY CUSTODIAL ASSISTANT,"Wash walls by hand with
a brush or by using an
electric machine","['wash', 'walls', 'by', 'hand', 'with', 'i++', 'a', 'brush', 'or', 'by', 'using', 'an', 'i++', 'electric', 'machine', 'i++']"
CITY CUSTODIAL ASSISTANT,"The division of
administration bureau
of operations","['the', 'following', '-following', 'executive', 'i++', 'director', 'of', 'any', '-any', '-of', '-director', 'i--', '-executive', 'division', 'of', 'i++', 'administration', 'bureau', 'i++', 'of', 'operations', 'i++']"
ADMINISTRATIVE HORTICULTURIST,"Valid new york state
driver license valid in
the state of new york","['valid', 'new', 'york', 'state', 'i++', 'driver', 'license', 'valid', 'in', 'i++', 'the', 'state', 'of', 'new', 'york', 'i++']"
CIVIL ENGINEERING INTERN,"Dep protects public
health and safety of the new
york is required","['dep', 'protects', 'public', 'i++', 'health', 'and', 'safety', 'of', 'the', 'new', 'i++', 'york', 'is', 'preferred', '-preferred', 'required', 'i++']"
CIVIL ENGINEERING INTERN,"Assisting in the
state of new york is preferred
but not required","['assisting', 'in', 'the', 'i++', 'development', 'of', 'a', '-a', '-of', '-development', 'state', 'of', 'new', 'york', 'city', 'has', 'i++', 'i--', '-has', '-city', 'is', 'preferred', 'i++', 'but', 'not', 'required', 'i++']"
CIVIL ENGINEERING INTERN,"Tasks related to
green infrastructure such as
green roofs required","['tasks', 'include', '-include', 'will', 'include', 'but', 'i++', 'are', 'not', 'limited', 'to', '-to', '-limited', '-not', '-are', 'i--', '-but', '-include', '-will', 'related', 'to', 'i++', 'green', 'infrastructure', 'projects', 'i++', 'in', 'se', 'queens', '-queens', '-se', '-in', 'as', 'part', 'of', 'the', '-the', '-of', '-part', '-as', 'in', 'order', 'to', '-to', '-order', '-in', 'i--', '-projects', 'and', 'plan', 'i++', 'review', 'drainage', '-drainage', '-review', 'i--', '-plan', '-and', 'such', 'as', 'i++', 'green', 'roofs', 'required', 'i++']"
CIVIL ENGINEERING INTERN,"The office of green
infrastructure on private
development lots","['the', 'office', 'of', 'green', 'i++', 'infrastructure', 'projects', 'as', 'i++', 'part', 'of', 'the', 'new', '-new', 'law', '-law', '-the', '-of', '-part', 'i--', '-as', '-projects', '-infrastructure', 'roofs', 'plan', 'review', 'drainage', '-drainage', '-review', '-plan', 'required', 'by', 'the', '-the', '-by', '-required', '-roofs', 'infrastructure', 'program', 'runs', 'i++', 'efficiently', '-efficiently', 'i--', '-runs', '-program', '-infrastructure', 'roofs', 'and', 'other', 'practices', 'i++', 'i--', '-practices', '-other', '-and', '-roofs', 'infrastructure', 'on', 'public', 'i++', 'sites', 'such', 'as', 'schools', '-schools', '-as', '-such', '-sites', 'i--', '-public', 'private', 'i++', 'development', 'lots', 'i++']"
CIVIL ENGINEERING INTERN,"Tasks related to
design and construction of
green roofs required","['tasks', 'related', 'to', 'i++', 'design', 'and', 'complexity', 'i++', 'i--', '-complexity', 'construction', 'is', 'i++', 'required', 'for', '-for', '-required', 'i--', '-is', '-construction', 'preparation', 'i++', 'of', 'technical', '-technical', '-of', 'i--', '-preparation', 'construction', 'of', 'i++', 'green', 'roofs', 'required', 'i++']"
CIVIL ENGINEERING INTERN,"Familiarity
with the latest dep standards
and ada guidelines","['familiarity', 'i++', 'with', 'the', 'latest', 'dep', 'standards', 'i++', 'and', 'ada', 'guidelines', 'i++']"
CIVIL ENGINEERING INTERN,"Bec enforces air
quality asbestos and
noise regulations","['bec', 'enforces', 'air', 'i++', 'quality', 'asbestos', 'and', 'i++', 'noise', 'regulations', 'i++']"
CIVIL ENGINEERING INTERN,"Under direction
the civil engineering
work of the bridges","['under', 'direction', 'i++', 'the', 'civil', 'engineering', 'i++', 'technical', '-technical', 'work', 'of', 'the', 'bridges', 'i++']"
CIVIL ENGINEERING INTERN,"Knowledge of sewer
design and construction of
green roofs required","['knowledge', 'of', 'basic', 'i++', 'i--', '-basic', 'sewer', 'i++', 'design', 'and', 'construction', 'of', 'i++', 'green', 'roofs', 'required', 'i++']"
CIVIL ENGINEERING INTERN,"Candidates will be
expected to conduct site
visits as needed","['candidates', 'will', 'be', 'i++', 'expected', 'to', 'conduct', 'site', 'i++', 'visits', 'as', 'needed', 'i++']"
CIVIL ENGINEERING INTERN,"Dep protects public
health and the new york city
department of parks","['dep', 'is', 'the', 'largest', 'i++', 'combined', 'municipal', '-municipal', '-combined', 'i--', '-largest', '-the', '-is', 'protects', 'public', 'i++', 'health', 'and', 'the', 'environment', 'i++', 'by', 'supplying', '-supplying', '-by', 'i--', '-environment', 'ability', 'i++', 'to', 'comprehend', '-comprehend', '-to', 'i--', '-ability', 'environment', 'i++', 'in', 'the', 'office', '-office', '-the', '-in', 'i--', '-environment', 'new', 'york', 'city', 'i++', 'department', 'of', 'parks', 'i++']"
CIVIL ENGINEERING INTERN,"Technical writing
and communication skills
and leadership skills","['technical', 'writing', 'i++', 'and', 'communication', 'skills', 'i++', 'and', 'proficient', '-proficient', 'leadership', 'skills', 'i++']"
